"PhonologicalForm","WrittenForm","SynCatCode","Freq","StressPattern"
"SemSe","شمشه","N1","1","WS"
"sen","سن","N1","345","S"
"Sen","شن","N1","180","S"
"senA","سنا","N1","135","WS"
"SenA","شنا","N1","129","WS"
"senafare","سه‌‌نفره","A0","23","WWWS"
"senafari","سه‌‌نفري","A0","3","WWWS"
"SenAgAh","شناگاه","N1","1","WWS"
"SenAgar","شناگر","N1","270","WWS"
"SenAgari","شناگري","N1","15","WWWS"
"SenAkonAn","شناكنان","Ad","3","WWWS"
"senArist","سناريست","N1","14","WWS"
"senAriyo","سناريو","N1","56","WWWS"
"senAriyonevis","سناريونويس","N1","1","WWWWWS"
"senAriyonevisi","سناريونويسي","N1","1","WWWWWWS"
"senAriyosAzi","سناريوسازي","N1","1","WWWWWS"
"SenAs","شناس","V1","5000","WS"
"SenAsA","شناسا","A0","15","WWS"
"SenAsAgar","شناساگر","N1","1","WWWS"
"SenAsA'i","شناسائي","N1","1110","WWWS"
"SenAsAn","شناسان","V1","5000","WWS"
"SenAsAnd","شناساند","V2","5000","WWS"
"SenAsAnde","شناسانده","A0","15","WWWS"
"SenAsAnid","شناسانيد","V2","5000","WWWS"
"SenAsAyi","شناسايي","N1","195","WWWS"
"SenAsAyiSode","شناسايي‌‌شده","A0","8","WWWWWS"
"SenAse","شناسه","N1","44","WWS"
"SenAsnAme","شناسنامه","N1","225","WWWS"
"SenAsnAmedAr","شناسنامه‌دار","A0","15","WWWWS"
"SenAsnAme'i","شناسنامه‌‌اي","A0","3","WWWWS"
"senAtor","سناتور","N1","139","WWS"
"senAtori","سناتوري","N1","5","WWWS"
"Senav","شنو","V1","5000","WS"
"SenavA","شنوا","A0","15","WWS"
"SenavA'i","شنوائي","N1","45","WWWS"
"Senavande","شنونده","N1","30","WWWS"
"SenAvar","شناور","N1","15","WWS"
"SenAvari","شناوري","N1","1","WWWS"
"SenAvarsAzi","شناورسازي","N1","1","WWWWS"
"SenavAyi","شنوايي","N1","56","WWWS"
"SenavAyinegAr","شنوايي‌نگار","N1","1","WWWWWS"
"SenavAyinegAre","شنوايي‌نگاره","N1","1","WWWWWWS"
"SenavAyinegASt","شنوايي‌نگاشت","N1","1","WWWWWS"
"SenavAyisanj","شنوايي‌سنج","N1","1","WWWWS"
"SenavAyisanji","شنوايي‌سنجي","N1","1","WWWWWS"
"SenavAyiSenAs","شنوايي‌‌شناس","A0","2","WWWWWS"
"SenavAyiSenAsi","شنوايي‌‌شناسي","N1","3","WWWWWWS"
"SenAve","شناوه","N1","1","WWS"
"SenAxt","شناخت","N1","885","WS"
"SenAxt","شناخت","V2","5000","WS"
"SenAxte","شناخته","A0","1320","WWS"
"SenAxtenaSode","شناخته‌‌نشده","A0","2","WWWWWS"
"SenAxteSode","شناخته‌شده","A0","15","WWWWS"
"SenAxti","شناختي","A0","75","WWS"
"SenAxtSenAsi","شناخت‌‌شناسي","N1","2","WWWWS"
"SenAzi","شنازي","A0","1","WWS"
"SenbAzi","شن‌‌بازي","N1","1","WWS"
"send","سند","N1","45","S"
"sendAn","سندان","N1","2","WS"
"sendAni","سنداني","A0","1","WWS"
"sende","سنده","N1","1","WS"
"SenderepuS","شندره‌پوش","A0","1","WWWS"
"Senderopender","شندروپندر","N1","1","WWWWS"
"SenderqAz","شندرغاز","N1","2","WWS"
"sendesalAm","سنده‌سلام","N1","1","WWWS"
"SendeZ","شن‌‌دژ","N2","1","WS"
"sendopelAst","سندپلاست","N1","2","WWWS"
"Sendust","شندوست","A0","1","WS"
"senegAl","سنگال","N2","45","WWS"
"senegAli","سنگالي","A0","5","WWWS"
"Senel","شنل","N1","60","WS"
"senezAm","سه‌نظام","N1","1","WWS"
"senf","صنف","N1","15","S"
"senfi","صنفي","A0","150","WS"
"Seng","شنگ","N1","6","S"
"SengdArAn","شنگداران","N1","1","WWS"
"SengrudxAne","شنگ‌رودخانه","N1","1","WWWS"
"Seni","شني","A0","45","WS"
"Senid","شنيد","V2","5000","WS"
"SenidAri","شنيداري","N1","28","WWWS"
"Senide","شنيده","N1","15","WWS"
"SenideSode","شنيده‌‌شده","A0","2","WWWWS"
"senin","سنين","N1","330","WS"
"Senitsel","شنيتسل","N1","1","WWS"
"senj","سنج","N1","15","S"
"senj","صنج","N1","1","S"
"senjed","سنجد","N1","15","WS"
"senjedetalx","سنجدتلخ","N1","1","WWWS"
"SenkeS","شن‌كش","N1","15","WS"
"senn","سن","N1","360","S"
"sennan","سناً","Ad","1","WS"
"senni","سني","A0","480","WS"
"sennosAl","سن‌‌و‌‌سال","N1","1","WWS"
"Seno","شنو","N1","15","WS"
"Seno","شنو","V1","5000","WS"
"senowbar","صنوبر","N1","13","WWS"
"senowbari","صنوبري","A0","1","WWWS"
"senozo'ik","سنوزوئيك","N1","1","WWWS"
"Senrizi","شنريزي","N1","15","WWS"
"sensor","سنسور","N1","1","WS"
"sent","سنت","N1","90","S"
"senx","سنخ","N1","15","S"
"senxiyyat","سنخيت","N1","30","WWS"
"senyor","سنيور","N1","1","WS"
"senzade","سن‌‌زده","A0","1","WWS"
"SenzAr","شنزار","N1","15","WS"
"se'otAqe","سه‌‌اطاقه","A0","1","WWWS"
"sepAh","سپاه","N1","870","WS"
"sepah","سپه","N1","90","WS"
"sepAhAn","سپاهان","N1","45","WWS"
"sepAhAnSahr","سپاهان‌شهر","N2","1","WWWS"
"sepahbod","سپهبد","N1","105","WWS"
"sepahCek","سپه‌چك","N1","7","WWS"
"sepahdAr","سپهدار","A0","4","WWS"
"sepAhi","سپاهي","N1","15","WWS"
"sepahlu","سه‌پهلو","N1","1","WWS"
"sepahsAlAr","سپهسالار","N1","75","WWWS"
"sepahsAlAri","سپهسالاري","N1","1","WWWWS"
"sepand","سپند","N1","45","WS"
"sepanj","سپنج","N1","1","WS"
"sepanji","سپنجي","A0","4","WWS"
"sepantA","سپنتا","N3","90","WWS"
"sepantAminu","سپنتامينو","N1","1","WWWWS"
"sepAr","سپار","N1","5","WS"
"sepAr","سپار","V1","5000","WS"
"separ","سپر","N1","75","WS"
"sepArd","سپارد","V2","5000","WS"
"separdAr","سپردار","N1","1","WWS"
"separi","سپري","A0","120","WWS"
"separiSode","سپري‌شده","A0","3","WWWWS"
"separqam","سپرغم","N1","1","WWS"
"sepAs","سپاس","N1","300","WS"
"sepas","سپس","Ad","1920","WS"
"sepAsgozAr","سپاسگزار","A0","9","WWWS"
"sepAsgozAri","سپاسگزاري","N1","15","WWWWS"
"sepAsi","سپاسي","N4","15","WWS"
"sepAye","سه‌‌پايه","N1","1","WWS"
"sepehr","سپهر","N3","60","WS"
"sepehri","سپهري","N4","30","WWS"
"sepehriyAn","سپهريان","N4","15","WWWS"
"sepehrizAde","سپهري‌زاده","N4","3","WWWWS"
"sepeleSg","سپلشگ","N1","1","WWS"
"sepeleSt","سپلشت","N1","1","WWS"
"sepeleSt","سه‌پلشت","N1","1","WWS"
"SepeS","شپش","N1","2","WS"
"SepeSak","شپشك","N1","1","WWS"
"SepeSakAn","شپشكان","N1","1","WWWS"
"SepeSe","شپشه","N1","1","WWS"
"sepestAn","سپستان","N1","1","WWS"
"SepeSu","شپشو","A0","1","WWS"
"sepid","سپيد","A0","30","WS"
"sepidA'i","سپيدائي","N1","1","WWWS"
"sepidAr","سپيدار","N1","15","WWS"
"sepidCehre","سپيدچهره","A0","1","WWWS"
"sepiddandAn","سپيد‌دندان","A0","4","WWWS"
"sepiddast","سپيددست","A0","1","WWS"
"sepiddaSt","سپيددشت","N2","2","WWS"
"sepide","سپيده","N1","15","WWS"
"sepidedam","سپيده‌دم","N1","16","WWWS"
"sepidedamAn","سپيده‌دمان","Ad","1","WWWWS"
"sepidgaC","سپيدگچ","N1","1","WWS"
"sepidi","سپيدي","N1","15","WWS"
"sepidjAme","سپيدجامه","A0","1","WWWS"
"sepidkAr","سپيدكار","N1","1","WWS"
"sepidpuS","سپيدپوش","A0","4","WWS"
"sepidru","سپيدرو","A0","15","WWS"
"sepidrud","سپيدرود","N2","30","WWS"
"sepidruh","سپيدروح","A0","1","WWS"
"sepor","سپر","V1","5000","WS"
"sepord","سپرد","V2","5000","WS"
"seporde","سپرده","N1","390","WWS"
"sepordegozAr","سپرده‌گذار","A0","14","WWWWS"
"sepordegozAri","سپرده‌گذاري","N1","14","WWWWWS"
"seporz","سپرز","N1","1","WS"
"sepoSte","سه‌پشته","Ad","1","WWS"
"septAmr","سپتامبر","N1","277","WS"
"septAmr","سپتامر","N1","435","WS"
"septisemi","سپتيسمي","N1","1","WWWS"
"seqAr","صغار","N1","1","WS"
"seqar","صغر","N1","1","WS"
"seqatol'eslAm","ثقة‌الاسلام","N1","1","WWWWS"
"seqe","ثقه","N1","5","WS"
"seqesmati","سه‌‌قسمتي","A0","2","WWWS"
"seql","ثقل","N1","60","S"
"Seqq","شق","N1","15","S"
"seqt","سقط","N1","75","S"
"seqtAvar","سقط‌آور","A0","1","WWS"
"seqtejanin","سقط‌جنين","N1","7","WWWS"
"sequlu","سه‌‌قلو","A0","5","WWS"
"sequluyi","سه‌‌قلويي","N1","1","WWWS"
"ser","سر","N1","1","S"
"Ser","شر","N1","1","S"
"Se'r","شعر","N1","900","S"
"SerA'","شراع","N1","1","WS"
"SerAfat","شرافت","N1","30","WWS"
"serAfat","صرافت","N1","15","WWS"
"SerAfati","شرافتي","A0","1","WWWS"
"SerAfatmand","شرافتمند","A0","13","WWWS"
"SerAfatmandAne","شرافتمندانه","Ad","15","WWWWWS"
"serAh","سه‌‌راه","N1","40","WS"
"serAhat","صراحت","N1","90","WWS"
"serAhatan","صراحتاً","Ad","15","WWWS"
"serAhe","سه‌‌راهه","N1","1","WWS"
"serAhi","سه‌‌راهي","N1","21","WWS"
"serAj","سراج","N4","32","WS"
"serAji","سراجي","N4","1","WWS"
"serAjipur","سراجي‌پور","N4","2","WWWS"
"serAjiyAn","سراجيان","N4","2","WWWS"
"SerAkat","شراكت","N1","14","WWS"
"SerAkati","شراكتي","A0","2","WWWS"
"serAmik","سراميك","N1","30","WWS"
"serAmiki","سراميكي","A0","6","WWWS"
"serAmiksAzi","سراميك‌سازي","N1","1","WWWWS"
"serang","سه‌‌رنگ","A0","3","WS"
"SerA'olhanak","شراع‌الحنك","N1","1","WWWWS"
"SerApnel","شراپنل","N1","1","WWS"
"seraqami","سه‌‌رقمي","A0","2","WWWS"
"serAt","صراط","N1","37","WS"
"serAtalmostaqim","صراط‌‌المستقيم","Exp","2","WWWWWS"
"serAyat","سرايت","N1","30","WWS"
"serAyatkonande","سرايت‌كننده","A0","1","WWWWWS"
"serAydAr","سرايدار","N1","8","WWS"
"serAydAri","سرايداري","N1","3","WWWS"
"serb","صرب","N1","15","S"
"Se'rbAf","شعرباف","N4","3","WS"
"serbestAn","صربستان","N2","30","WWS"
"serbi","صربي","A0","3","WS"
"serbneSin","صرب‌‌نشين","A0","3","WWS"
"serbokorovAt","صرب‌وكروات","N1","1","WWWWS"
"serbtabAr","صرب‌‌تبار","A0","2","WWS"
"Se'rdust","شعردوست","A0","10","WS"
"Serekatta'Avoni","شركت‌‌تعاوني","N1","15","WWWWWWS"
"SerekatvAhed","شركت‌‌واحد","N1","10","WWWWS"
"serenAd","سرناد","N1","1","WWS"
"sereS","سرش","V1","5000","WS"
"sereSg","سرشگ","N1","1","WS"
"sereSk","سرشك","N1","3","WS"
"sereSt","سرشت","N1","90","WS"
"sereSt","سرشت","V2","5000","WS"
"sereSte","سرشته","A0","15","WWS"
"sereSti","سرشتي","A0","1","WWS"
"seretonin","سرتونين","N1","1","WWWS"
"serf","صرف","A0","90","S"
"serfan","صرفاً","Ad","195","WS"
"sergin","سرگين","N1","3","WS"
"serginqaltAn","سرگين‌غلتان","N1","1","WWWS"
"Se'rguyi","شعرگويي","N1","1","WWS"
"seri","سري","N1","315","WS"
"Se'ri","شعري","A0","90","WS"
"seriduz","سري‌دوز","N1","1","WWS"
"serikAr","سري‌كار","N1","1","WWS"
"serilAnkA","سري‌لانكا","N2","161","WWWS"
"serilAnkAyi","سري‌لانكايي","A0","6","WWWWS"
"serisAzi","سري‌سازي","N1","1","WWWS"
"seriyAl","سريال","N1","45","WWS"
"seriyAlnevis","سريال‌نويس","N1","1","WWWWS"
"seriyAlnevisi","سريال‌نويسي","N1","1","WWWWWS"
"seriyAlsAzi","سريال‌سازي","N1","4","WWWWS"
"Serk","شرك","N1","15","S"
"SerkAlud","شرك‌‌آلود","A0","1","WWS"
"serkangabin","سركنگبين","N1","1","WWWS"
"Serkat","شركت","N1","8085","WS"
"Serkati","شركتي","A0","45","WWS"
"Serkatkonande","شركت‌كننده","A0","465","WWWWS"
"SerkatnAme","شركتنامه","N1","1","WWWS"
"serke","سركه","N1","75","WS"
"serkeSire","سركه‌شيره","N1","1","WWWS"
"Serli","شرلي","N4","2","WS"
"sernegahdAr","سرنگهدار","A0","1","WWWS"
"Se'rnevisi","شعرنويسي","N1","1","WWWS"
"serom","سرم","N1","30","WS"
"seromdarmAni","سرم‌درماني","N1","1","WWWWS"
"seromfiziyoloZik","سرم‌فيزيولژيك","N1","1","WWWWWWS"
"seromSenAsi","سرم‌شناسي","N1","1","WWWWS"
"seroterApi","سروتراپي","N1","1","WWWWS"
"serox","سه‌‌رخ","N1","1","WS"
"serozi","سروزي","A0","1","WWS"
"SerpA","شرپا","N1","1","WS"
"serqat","سرقت","N1","495","WS"
"serqati","سرقتي","A0","6","WWS"
"serqatSode","سرقت‌شده","A0","6","WWWS"
"serr","سر","N1","15","S"
"serri","سري","A0","45","WS"
"serrinegar","سري‌نگر","A0","1","WWWS"
"Serrover","شروور","N1","1","WWS"
"Se'rSenAs","شعرشناس","A0","15","WWS"
"Se'rSenAsi","شعرشناسي","N1","15","WWWS"
"SerSer","شرشر","N1","1","WS"
"Se'rsorAyi","شعرسرايي","N1","1","WWWS"
"serteq","سرتق","A0","1","WS"
"serteqi","سرتقي","N1","1","WWS"
"seruze","سه‌‌روزه","A0","98","WWS"
"serv","سرو","N1","1","S"
"ServAn","شروان","N2","15","WS"
"ServAni","شرواني","N4","4","WWS"
"servAntes","سروانتس","N4","5","WWS"
"servat","ثروت","N1","165","WS"
"servatanduz","ثروت‌اندوز","A0","15","WWWS"
"servatanduzAne","ثروت‌اندوزانه","Ad","1","WWWWWS"
"servatanduzi","ثروت‌اندوزي","N1","11","WWWWS"
"servatmand","ثروتمند","A0","60","WWS"
"servatmandi","ثروتمندي","N1","2","WWWS"
"servatmandneSin","ثروتمندنشين","A0","2","WWWWS"
"servatxAr","ثروت‌خوار","A0","1","WWS"
"Servin","شروين","N3","3","WS"
"servis","سرويس","N1","1590","WS"
"servisdehi","سرويس‌دهي","N1","15","WWWS"
"serviskAr","سرويسكار","N1","1","WWS"
"serviszan","سرويس‌زن","A0","1","WWS"
"servomekAnism","سرومكانيسم","N1","1","WWWWS"
"Se'rxAni","شعرخواني","N1","15","WWS"
"Se'rxiz","شعرخيز","A0","15","WS"
"seryom","سريم","N1","1","WS"
"serZe","سرژه","N1","1","WS"
"SeS","6","No","1","S"
"ses","سس","N1","1","S"
"SeS","شش","Nu","9435","S"
"sesA'ate","سه‌‌ساعته","A0","11","WWWS"
"sesAle","سه‌‌ساله","A0","75","WWS"
"sesAlegi","سه‌‌سالگي","N1","5","WWWS"
"seSambe","سه‌شنبه","N1","93","WWS"
"seSambeSab","سه‌‌شنبه‌‌شب","N1","17","WWWS"
"SeSandAz","شش‌انداز","N1","1","WWS"
"SeSangoSti","شش‌‌انگشتي","A0","1","WWWS"
"sesAntimetri","سه‌‌سانتي‌‌متري","A0","2","WWWWS"
"seSAxe","سه‌‌شاخه","A0","1","WWS"
"SeSbAdgiri","شش‌بادگيري","N1","15","WWWS"
"SeSdande","شش‌‌دنده","A0","4","WWS"
"SeSdAng","شش‌‌دانگ","A0","5","WS"
"SeSdar","ششدر","N1","1","WS"
"SeSdarsadi","شش‌‌درصدي","A0","1","WWWS"
"SeS'emtiyAzi","شش‌‌امتيازي","A0","1","WWWWS"
"SeSfarsaxi","شش‌‌فرسخي","A0","1","WWWS"
"SeSgAne","ششگانه","A0","11","WWS"
"seshA","سسها","N1","1","WS"
"SeShaftmAhe","شش‌‌هفت‌‌ماهه","A0","1","WWWS"
"SeShaftsAle","شش‌‌هفت‌‌ساله","A0","1","WWWS"
"SeSharfi","شش‌‌حرفي","A0","1","WWS"
"SeShezArlitri","شش‌‌هزار‌‌ليتري","A0","2","WWWWS"
"SeShezArmAyli","شش‌‌هزار‌‌مايلي","A0","1","WWWWS"
"SeShezArnafari","شش‌‌هزار‌‌نفري","A0","1","WWWWWS"
"SeShezArsAle","شش‌‌هزار‌‌ساله","A0","1","WWWWS"
"seSifte","سه‌‌شيفته","A0","2","WWS"
"SeSjeldi","شش‌‌جلدي","A0","2","WWS"
"sesk","سسك","N1","1","S"
"SeSkilumetri","شش‌‌كيلومتري","A0","3","WWWWS"
"SeSlul","ششلول","N1","15","WS"
"SeSlulband","ششلول‌بند","A0","1","WWS"
"SeSmAdde'i","شش‌‌ماده‌‌اي","A0","2","WWWS"
"SeSmAhe","شش‌‌ماهه","A0","49","WWS"
"SeSmAhegi","شش‌‌ماهگي","N1","1","WWWS"
"SeSmAyli","شش‌‌مايلي","A0","1","WWS"
"SeSmetri","شش‌‌متري","A0","6","WWS"
"SeSmilyuni","شش‌‌ميليوني","A0","1","WWWS"
"SeSnafare","شش‌‌نفره","A0","12","WWWS"
"seSovAr","سشوار","N1","3","WWS"
"SeSpA'i","شش‌‌پائي","A0","1","WWS"
"SeSpar","شش‌‌پر","A0","1","WS"
"SeSpAyi","شش‌‌پايي","A0","1","WWS"
"SeSraqami","شش‌‌رقمي","A0","1","WWWS"
"SeSruze","شش‌‌روزه","A0","7","WWS"
"SeSsad","600","No","1","WS"
"SeSsad","ششصد","Nu","2205","WS"
"SeSsadhezArferAnki","ششصد‌‌هزار‌‌فرانكي","A0","1","WWWWWWS"
"SeSsAle","شش‌‌ساله","A0","28","WWS"
"SeSsAlegi","شش‌‌سالگي","N1","10","WWWS"
"SeSsAntimetri","شش‌‌سانتي‌‌متري","A0","2","WWWWS"
"SeSsiland","شش‌‌سيلندر","A0","3","WWS"
"SeStAyi","شش‌‌تايي","A0","2","WWS"
"sesu","سه‌سو","N1","1","WS"
"SeSzel'i","شش‌ضلعي","A0","15","WWS"
"set","ست","N1","30","S"
"setA","ستا","V1","5000","WS"
"SetAb","شتاب","N1","150","WS"
"SetAb","شتاب","V1","5000","WS"
"SetAbAn","شتابان","Ad","90","WWS"
"SetAbAn","شتابان","V1","5000","WWS"
"SetAbAnd","شتاباند","V2","5000","WWS"
"SetAbande","شتابنده","A0","8","WWWS"
"SetAbAnid","شتابانيد","V2","5000","WWWS"
"setabaqe","سه‌‌طبقه","A0","8","WWWS"
"SetAbdahande","شتاب‌‌دهنده","A0","3","WWWWS"
"SetAbdAr","شتابدار","A0","1","WWS"
"SetAbgar","شتابگر","N1","1","WWS"
"SetAbgiri","شتاب‌‌گيري","N1","2","WWWS"
"SetAbid","شتابيد","V2","5000","WWS"
"SetAbnAk","شتابناك","A0","1","WWS"
"SetAbnegAr","شتاب‌نگر","N1","1","WWWS"
"setabr","ستبر","A0","7","WS"
"setabrA","ستبرا","N1","1","WWS"
"setabrbAzu","ستبربازو","A0","1","WWWS"
"setabri","ستبري","N1","1","WWS"
"setabrnukAn","ستبرنوكان","N1","1","WWWS"
"setabrsine","ستبرسينه","A0","1","WWWS"
"SetAbsanj","شتاب‌سنج","N1","1","WWS"
"SetAbzade","شتابزده","A0","60","WWWS"
"SetAbzadegi","شتابزدگي","N1","15","WWWWS"
"setAd","ستاد","N1","1125","WS"
"setad","ستد","V1","5000","WS"
"setad","ستد","V2","5000","WS"
"setAdekoll","ستاد‌كل","N1","9","WWWS"
"setAdi","ستادي","A0","15","WWS"
"SetAft","شتافت","V2","5000","WS"
"SetAfte","شتافته","A0","6","WWS"
"setah","سته","N1","6","WS"
"setAk","ستاك","N1","3","WS"
"setalAq","سه‌طلاق","N1","1","WWS"
"setalAqe","سه‌طلاقه","A0","1","WWWS"
"setam","ستم","N1","135","WS"
"setamAbAd","ستم‌آباد","N2","1","WWWS"
"setambAre","ستم‌بار","A0","15","WWWS"
"setamdide","ستمديده","A0","15","WWWS"
"setamgar","ستمگر","A0","15","WWS"
"setamgarAne","ستمگرانه","A0","30","WWWWS"
"setamgari","ستمگري","N1","30","WWWS"
"setamkAr","ستمكار","A0","15","WWS"
"setamkArAne","ستمكارانه","Ad","1","WWWWS"
"setamkAri","ستمكاري","N1","4","WWWS"
"setamkeS","ستمكش","A0","2","WWS"
"setamkeSi","ستم‌كشي","N1","1","WWWS"
"setamkeSide","ستم‌كشيده","A0","3","WWWWS"
"setAmpaziri","ستم‌پذيري","N1","2","WWWWS"
"setamreside","ستم‌‌رسيده","A0","2","WWWWS"
"setamSAhi","ستمشاهي","N1","15","WWWS"
"setamsetiz","ستم‌ستيز","A0","1","WWWS"
"setamsetizi","ستم‌ستيزي","N1","2","WWWWS"
"setamxAhi","ستم‌خواهي","N1","1","WWWS"
"setamzade","ستمزده","A0","1","WWWS"
"setAn","ستان","V1","5000","WS"
"setAnd","ستاند","V2","5000","WS"
"setAnid","ستانيد","V2","5000","WWS"
"setAr","سه‌تار","N1","90","WS"
"setAre","ستاره","N1","180","WWS"
"setAre'AsAhA","ستاره‌آساها","N1","1","WWWWWS"
"setArebArAn","ستاره‌باران","A0","1","WWWWS"
"setArebini","ستاره‌بيني","N1","1","WWWWS"
"setAredAr","ستاره‌دار","A0","4","WWWS"
"setAreparasti","ستاره‌پرستي","N1","1","WWWWWS"
"setAreSenAs","ستاره‌شناس","N1","135","WWWWS"
"setAreSenAsi","ستاره‌شناسي","N1","60","WWWWWS"
"setarvan","سترون","A0","5","WWS"
"setarvani","ستروني","N1","1","WWWS"
"setarvansAzi","سترون‌سازي","N1","4","WWWWS"
"setAyande","ستاينده","A0","4","WWWS"
"setAyeS","ستايش","N1","90","WWS"
"setAyeSAmiz","ستايش‌آميز","A0","3","WWWWS"
"setAyeS'angiz","ستايش‌انگيز","A0","1","WWWWS"
"setAyeSgar","ستايشگر","N1","60","WWWS"
"setAyeSi","ستايشي","A0","3","WWWS"
"setAyeSkonande","ستايش‌كننده","A0","1","WWWWWS"
"setAyeSSode","ستايش‌شده","A0","1","WWWWS"
"setAyid","ستاييد","V2","5000","WWS"
"Setel","شتل","N1","1","WS"
"setihande","ستيهنده","A0","1","WWWS"
"setihandegi","ستيهندگي","N1","1","WWWWS"
"setiq","ستيغ","N1","3","WS"
"setiz","ستيز","N1","15","WS"
"setiz","ستيز","V1","5000","WS"
"setizAmiz","ستيزآميز","A0","2","WWWS"
"setize","ستيزه","N1","60","WWS"
"setizegar","ستيزه‌گر","A0","2","WWWS"
"setizegari","ستيزه‌گري","N1","15","WWWWS"
"setizeju","ستيزه‌جو","A0","5","WWWS"
"setizeju'i","ستيزه‌جوئي","N1","1","WWWWS"
"setizejuyAne","ستيزه‌جويانه","A0","15","WWWWWS"
